num_syllables,pos,year,fog_index,flesch_index,num_words,num_lines,title,f_k_grade,artist,difficult_words,num_dupes,neg,neu,compound,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,analysis_url,Genre,Gender
197.1,0.574,1976,3.6,109.72,173,35,Love Hangover,-1,Diana Ross,13,18,0.032,0.394,0.9992,2R431nOTiQKgX3UWxm0LNN,0.509,0.744,1,-9.467,1,0.0452,0.321,0.00555,0.0439,0.835,111.461,229373,4,spotify:track:2R431nOTiQKgX3UWxm0LNN,https://api.spotify.com/v1/audio-analysis/2R431nOTiQKgX3UWxm0LNN,soul,female
338.4,0.202,1976,5.6,96.18,288,30,Get Closer,2.1,Seals and Crofts,19,15,0.043,0.754,0.9929,5Eq0mobXSnyWu1dpE6lSdY,0.653,0.437,2,-12.641,1,0.028,0.434,6.74E-05,0.0689,0.63,96.469,238147,4,spotify:track:5Eq0mobXSnyWu1dpE6lSdY,https://api.spotify.com/v1/audio-analysis/5Eq0mobXSnyWu1dpE6lSdY,rock,Group
291.6,0.244,1976,4,100.24,247,42,"More, More, More",0.5,Andrea True Connection,4,24,0.022,0.734,0.9947,4hepyFFOO9I7oZCNn3T2sz,0.663,0.792,0,-5.476,1,0.0311,0.517,1.39E-04,0.111,0.847,103.009,222613,4,spotify:track:4hepyFFOO9I7oZCNn3T2sz,https://api.spotify.com/v1/audio-analysis/4hepyFFOO9I7oZCNn3T2sz,disco,Group
243,0.145,1976,4.8,98.21,205,28,I'd Really Love To See You Tonight,1.3,England Dan and John Ford Coley,14,13,0.052,0.803,0.9742,0ywn1mAGr0E8N5p32JwuHB,0.578,0.767,5,-4.654,1,0.0314,0.195,0,0.168,0.666,118.938,158147,4,spotify:track:0ywn1mAGr0E8N5p32JwuHB,https://api.spotify.com/v1/audio-analysis/0ywn1mAGr0E8N5p32JwuHB,rock,Group
425.7,0.353,1976,4.4,90.77,329,49,You Sexy Thing,2.1,Hot Chocolate,24,25,0.035,0.612,0.9992,714hERk9U1W8FMYkoC83CO,0.791,0.734,5,-5.464,1,0.0629,0.522,0.00165,0.167,0.962,105.854,244920,4,spotify:track:714hERk9U1W8FMYkoC83CO,https://api.spotify.com/v1/audio-analysis/714hERk9U1W8FMYkoC83CO,rock,Group
189.9,0.338,1976,3.6,101.26,164,33,Love Hurts,0.1,Nazareth,8,12,0.25,0.412,0.9828,5g1rzUEyVFNr2i4ifEjlVN,0.442,0.491,7,-6.598,1,0.0246,0.00693,0.00491,0.114,0.125,79.954,232120,4,spotify:track:5g1rzUEyVFNr2i4ifEjlVN,https://api.spotify.com/v1/audio-analysis/5g1rzUEyVFNr2i4ifEjlVN,rock,Group
321.3,0.078,1976,4.4,73.85,220,36,"(Shake, Shake, Shake) Shake Your Booty",4.5,K.C. and The Sunshine Band,7,19,0.546,0.376,-0.9973,4mn7iv4DYJxPYbPy5R0nPE,0.651,0.945,10,-7.922,1,0.0361,0.169,0.475,0.15,0.939,112.292,185640,4,spotify:track:4mn7iv4DYJxPYbPy5R0nPE,https://api.spotify.com/v1/audio-analysis/4mn7iv4DYJxPYbPy5R0nPE,rock,Group
290.7,0.409,1976,4.8,106.67,255,35,Sweet Love,0.1,Commodores,19,1,0.008,0.583,0.9991,2rWzeuRkNM7oQx9xzuqsGM,0.582,0.531,1,-8.344,1,0.0367,0.168,4.23E-05,0.0609,0.393,101.131,393561,4,spotify:track:2rWzeuRkNM7oQx9xzuqsGM,https://api.spotify.com/v1/audio-analysis/2rWzeuRkNM7oQx9xzuqsGM,soul,Group
378.9,0.306,1976,5.2,97.2,326,39,Right Back Where We Started From,1.7,Maxine Nightingale,6,24,0.029,0.664,0.9989,7mSUMlp8ttG8H00RePyZ5J,0.688,0.676,5,-5.425,1,0.038,0.58,0.00361,0.483,0.933,148.026,190733,4,spotify:track:7mSUMlp8ttG8H00RePyZ5J,https://api.spotify.com/v1/audio-analysis/7mSUMlp8ttG8H00RePyZ5J,disco,female
743.4,0.329,1976,4.4,73.85,504,75,Love Rollercoaster,4.5,Ohio Players,20,37,0.012,0.658,0.9997,1uhUJ5uTuHYdbitv3IsITR,0.613,0.804,0,-10.151,1,0.0702,0.211,1.70E-06,0.0519,0.487,115.093,290160,4,spotify:track:1uhUJ5uTuHYdbitv3IsITR,https://api.spotify.com/v1/audio-analysis/1uhUJ5uTuHYdbitv3IsITR,soul,Group
294.3,0.181,1976,4.4,107.69,277,46,You Should Be Dancing,-0.3,Bee Gees,11,44,0.009,0.81,0.9914,4aFREwi1prNIKKTPFNfRGL,0.677,0.717,0,-10.896,1,0.033,0.0182,0.188,0.279,0.963,123.007,256493,4,spotify:track:4aFREwi1prNIKKTPFNfRGL,https://api.spotify.com/v1/audio-analysis/4aFREwi1prNIKKTPFNfRGL,rock,Group
448.2,0.155,1976,5.2,88.74,347,40,You'll Never Find Another Love Like Mine,2.9,Lou Rawls,18,14,0.126,0.719,0.9842,6OylYIXrIH2E3hgg7Dqz5M,0.691,0.718,2,-8.457,1,0.0317,0.148,4.71E-05,0.108,0.934,110.621,266200,4,spotify:track:6OylYIXrIH2E3hgg7Dqz5M,https://api.spotify.com/v1/audio-analysis/6OylYIXrIH2E3hgg7Dqz5M,soul,male
422.1,0.081,1976,4.4,90.77,327,53,Golden Years,2.1,David Bowie,29,36,0.019,0.901,0.96,4JRem7xHp2l0kmUvt9zCKu,0.68,0.701,6,-10.36,0,0.036,0.316,4.72E-06,0.111,0.933,108.287,243280,4,spotify:track:4JRem7xHp2l0kmUvt9zCKu,https://api.spotify.com/v1/audio-analysis/4JRem7xHp2l0kmUvt9zCKu,rock,male
209.7,0.172,1976,5.2,105.66,194,22,Only Sixteen,0.5,Dr. Hook,4,14,0,0.828,0.9882,7c52LVpkxq3dzMEkDWiQyw,0.622,0.21,5,-16.335,1,0.0336,0.938,0.00143,0.298,0.662,101.617,164747,4,spotify:track:7c52LVpkxq3dzMEkDWiQyw,https://api.spotify.com/v1/audio-analysis/7c52LVpkxq3dzMEkDWiQyw,rock,Group
373.5,0.351,1976,4.8,106.67,327,42,Let Your Love Flow,0.1,Bellamy Brothers,15,27,0,0.649,0.9993,064SVQsmWl5EF0zahmzkQk,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16E-06,0.139,0.946,109.071,198760,4,spotify:track:064SVQsmWl5EF0zahmzkQk,https://api.spotify.com/v1/audio-analysis/064SVQsmWl5EF0zahmzkQk,country,Group
486.9,0.293,1976,4,100.24,392,73,Turn The Beat Around,0.5,Vicki Sue Robinson,17,60,0.021,0.686,0.9993,1kR8zUFIRLXpk1v9aC2VcA,0.692,0.89,6,-7.37,0,0.0577,0.425,0,0.118,0.794,131.214,204200,4,spotify:track:1kR8zUFIRLXpk1v9aC2VcA,https://api.spotify.com/v1/audio-analysis/1kR8zUFIRLXpk1v9aC2VcA,disco,female
235.8,0.13,1976,4,83.32,173,32,All By Myself,2.9,Eric Carmen,14,25,0.095,0.775,0.9484,0AQqrtK1pULuwZUXhwaaDz,0.376,0.373,7,-9.184,0,0.0305,0.827,0.832,0.15,0.111,116.074,4.30E+05,4,spotify:track:0AQqrtK1pULuwZUXhwaaDz,https://api.spotify.com/v1/audio-analysis/0AQqrtK1pULuwZUXhwaaDz,rock,male
265.5,0.155,1976,4.8,106.67,235,30,A Little Bit More,0.1,Dr. Hook,10,13,0.012,0.834,0.9883,3I7bYwN9cMsXm5HqEH76Vv,0.299,0.435,9,-12.641,0,0.0337,0.462,0,0.321,0.511,184.007,173307,4,spotify:track:3I7bYwN9cMsXm5HqEH76Vv,https://api.spotify.com/v1/audio-analysis/3I7bYwN9cMsXm5HqEH76Vv,rock,Group
224.1,0.157,1976,4.8,98.21,185,25,If You Leave Me Now,1.3,Chicago,11,17,0.109,0.734,0.9521,0KMGxYKeUzK9wc5DZCt3HT,0.429,0.564,11,-6.784,1,0.0268,0.0193,8.28E-04,0.128,0.276,104.212,235373,4,spotify:track:0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/audio-analysis/0KMGxYKeUzK9wc5DZCt3HT,rock,Group
437.4,0.081,1976,5.6,87.72,332,36,Lowdown,3.3,Boz Scaggs,29,24,0.193,0.727,-0.9894,20MxJN12WEqU5eWsuCrwM5,0.691,0.567,11,-11.624,0,0.0515,0.0869,0.15,0.0276,0.942,116.705,316307,4,spotify:track:20MxJN12WEqU5eWsuCrwM5,https://api.spotify.com/v1/audio-analysis/20MxJN12WEqU5eWsuCrwM5,rock,male
268.2,0.164,1976,4.8,106.67,238,34,Show Me The Way,0.1,Peter Frampton,16,12,0.037,0.799,0.9627,7jxQEHNzUFUETrZNrlRAY8,0.7,0.726,2,-7.717,1,0.0329,0.434,1.10E-06,0.0963,0.641,130.109,243266,4,spotify:track:7jxQEHNzUFUETrZNrlRAY8,https://api.spotify.com/v1/audio-analysis/7jxQEHNzUFUETrZNrlRAY8,rock,male
297.9,0.238,1976,4,108.7,267,45,Dream On,-0.7,Aerosmith,15,26,0.035,0.727,0.9945,5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,1,0.029,0.388,9.08E-05,0.332,0.224,160.9,266960,4,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,rock,Group
298.8,0.453,1976,4.4,90.77,237,38,I Love Music,2.1,O'Jays,31,12,0.007,0.541,0.9993,7IoKA8yRibsK8Ryy4SH2NL,0.643,0.862,0,-7.009,0,0.0461,0.0557,6.42E-05,0.23,0.928,127.602,409933,4,spotify:track:7IoKA8yRibsK8Ryy4SH2NL,https://api.spotify.com/v1/audio-analysis/7IoKA8yRibsK8Ryy4SH2NL,soul,Group
324.9,0.195,1976,4,100.24,268,46,Say You Love Me,0.5,Fleetwood Mac,32,26,0.037,0.769,0.9944,6lrQo6KAYvb92MGk6ZuZlt,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,249947,4,spotify:track:6lrQo6KAYvb92MGk6ZuZlt,https://api.spotify.com/v1/audio-analysis/6lrQo6KAYvb92MGk6ZuZlt,rock,Group
234,0.12,1976,4.4,82.31,173,28,Times Of Your Life,3.3,Paul Anka,26,12,0.053,0.827,0.9022,3qLEJWPDvlgJM2eOXGBPbw,0.335,0.326,7,-13.855,1,0.0286,0.715,0,0.203,0.416,152.738,192733,4,spotify:track:3qLEJWPDvlgJM2eOXGBPbw,https://api.spotify.com/v1/audio-analysis/3qLEJWPDvlgJM2eOXGBPbw,,male
407.7,0.055,1976,4,100.24,327,59,Devil Woman,0.5,Cliff Richard,24,47,0.38,0.565,-0.9996,2oRn0QuaWQ1hragGQ7XZ9s,0.71,0.792,0,-5.996,1,0.0453,0.0792,3.32E-05,0.0871,0.858,116.687,214576,4,spotify:track:2oRn0QuaWQ1hragGQ7XZ9s,https://api.spotify.com/v1/audio-analysis/2oRn0QuaWQ1hragGQ7XZ9s,rock,male
279.9,0.188,1976,5.6,96.18,233,25,Fooled Around And Fell In Love,2.1,Elvin Bishop,13,9,0.197,0.614,0.8183,6BJTagJUFeUxHpVWxTmatw,0.634,0.796,10,-6.374,1,0.031,0.0427,0.0309,0.155,0.565,113.475,274333,3,spotify:track:6BJTagJUFeUxHpVWxTmatw,https://api.spotify.com/v1/audio-analysis/6BJTagJUFeUxHpVWxTmatw,blues,male
391.5,0.357,1976,4.8,89.75,296,39,Welcome Back,2.5,John Sebastian,10,34,0.03,0.613,0.9989,2pS6zWWQCpO0IVEBIbzJh8,0.745,0.373,4,-13.002,0,0.0325,0.412,8.88E-05,0.158,0.904,111.297,170893,4,spotify:track:2pS6zWWQCpO0IVEBIbzJh8,https://api.spotify.com/v1/audio-analysis/2pS6zWWQCpO0IVEBIbzJh8,rock,male
135,0.137,1976,4,108.7,122,24,Sing A Song,-0.7,"Earth, Wind and Fire",6,15,0.025,0.837,0.906,5W5FVsgGCe3T9nIMkiXqNo,0.774,0.698,9,-7.5,1,0.0481,0.157,2.70E-04,0.0684,0.969,122.325,203867,4,spotify:track:5W5FVsgGCe3T9nIMkiXqNo,https://api.spotify.com/v1/audio-analysis/5W5FVsgGCe3T9nIMkiXqNo,soul,Group
600.3,0.325,1976,4.8,89.75,462,64,Heaven Must Be Missing An Angel,2.5,Tavares,50,27,0.051,0.624,0.9995,6J9paEX8rcBYuAIawdnzUj,0.617,0.748,9,-9.123,0,0.0357,0.00746,0,0.304,0.969,116.828,393960,4,spotify:track:6J9paEX8rcBYuAIawdnzUj,https://api.spotify.com/v1/audio-analysis/6J9paEX8rcBYuAIawdnzUj,disco,Group
202.5,0.252,1976,4.8,98.21,168,22,Shop Around,1.3,Captain and Tennille,9,6,0.034,0.714,0.9905,60W6cAk8hgR7RSrj5uPSVb,0.72,0.569,1,-11.088,1,0.0405,0.434,7.67E-04,0.0693,0.941,125.372,203200,4,spotify:track:60W6cAk8hgR7RSrj5uPSVb,https://api.spotify.com/v1/audio-analysis/60W6cAk8hgR7RSrj5uPSVb,pop,Group
265.5,0.051,1976,4.8,81.29,191,24,Saturday Night,3.7,Bay City Rollers,8,44,0,0.949,0.875,61WoUNL65js7yo74poi6TC,0.527,0.865,7,-6.226,1,0.0668,0.0671,4.46E-05,0.165,0.847,136.254,174467,4,spotify:track:61WoUNL65js7yo74poi6TC,https://api.spotify.com/v1/audio-analysis/61WoUNL65js7yo74poi6TC,,Group
298.8,0.127,1976,5.6,104.64,261,28,Island Girl,0.9,Elton John,10,24,0.066,0.806,0.8881,08cKiDRK5dR9IBiLJJZ6sn,0.717,0.937,10,-5.628,1,0.0654,0.143,0,0.0902,0.367,139.586,224680,4,spotify:track:08cKiDRK5dR9IBiLJJZ6sn,https://api.spotify.com/v1/audio-analysis/08cKiDRK5dR9IBiLJJZ6sn,rock,male
426.6,0.231,1976,4,108.7,372,63,Let's Do It Again,-0.7,Staple Singers,24,29,0.028,0.741,0.9979,59T0Nhga0BnTjN7rtGVOrL,0.64,0.559,6,-10.335,0,0.0447,0.323,6.01E-06,0.0512,0.823,80.286,290493,4,spotify:track:59T0Nhga0BnTjN7rtGVOrL,https://api.spotify.com/v1/audio-analysis/59T0Nhga0BnTjN7rtGVOrL,soul,Group
259.2,0.186,1976,4,91.78,197,36,Let 'Em In,1.7,Wings,13,26,0,0.814,0.9864,37RqEET1SYQaAcHDxDQLZY,0.753,0.48,10,-11.883,1,0.0621,0.525,0.295,0.087,0.623,87.998,311880,4,spotify:track:37RqEET1SYQaAcHDxDQLZY,https://api.spotify.com/v1/audio-analysis/37RqEET1SYQaAcHDxDQLZY,rock,Group
129.6,0.073,1976,4.4,90.77,99,16,This Masquerade,2.1,George Benson,11,2,0.218,0.709,-0.9498,7GkaclZPWxJujsylkMetsW,0.469,0.296,0,-14.146,0,0.0356,0.155,1.61E-05,0.0878,0.539,180.686,196920,4,spotify:track:7GkaclZPWxJujsylkMetsW,https://api.spotify.com/v1/audio-analysis/7GkaclZPWxJujsylkMetsW,soul,male
376.2,0.118,1976,4.8,89.75,284,38,Evil Woman,2.5,Electric Light Orchestra,19,11,0.389,0.493,-0.9991,05zCw24BdvZKGeC5NXowVe,0.697,0.656,9,-7.062,0,0.0283,0.43,4.66E-05,0.221,0.881,119.632,252373,4,spotify:track:05zCw24BdvZKGeC5NXowVe,https://api.spotify.com/v1/audio-analysis/05zCw24BdvZKGeC5NXowVe,rock,Group
216.9,0.038,1976,4,100.24,187,36,Let Her In,0.5,John Travolta,10,24,0.021,0.941,0.4617,24EwxGKXNuw49xDIkYFY82,0.367,0.532,4,-10.037,1,0.0383,0.391,0.801,0.0696,0.414,72.312,184627,4,spotify:track:24EwxGKXNuw49xDIkYFY82,https://api.spotify.com/v1/audio-analysis/24EwxGKXNuw49xDIkYFY82,,male
271.8,0.147,1976,4.4,99.23,225,33,Rhiannon,0.9,Fleetwood Mac,14,28,0.063,0.789,0.9484,05oETzWbd4SI33qK2gbJfR,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773,4,spotify:track:05oETzWbd4SI33qK2gbJfR,https://api.spotify.com/v1/audio-analysis/05oETzWbd4SI33qK2gbJfR,rock,Group
252.9,0.032,1976,4.4,99.23,217,32,Got To Get You Into My Life,0.9,Beatles,9,12,0.02,0.948,0.2978,2qcQSnkcOivjyAAVZoQDVh,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27E-06,0.0838,0.711,136.679,149240,4,spotify:track:2qcQSnkcOivjyAAVZoQDVh,https://api.spotify.com/v1/audio-analysis/2qcQSnkcOivjyAAVZoQDVh,rock,Group
379.8,0.074,1976,4.4,99.23,323,49,Fanny,0.9,Bee Gees,9,33,0.263,0.663,-0.9975,3GgjAKjC5kMDhWdNAPa4Lj,0.449,0.531,4,-9.815,1,0.0263,0.192,0.00738,0.0858,0.574,95.138,243560,4,spotify:track:3GgjAKjC5kMDhWdNAPa4Lj,https://api.spotify.com/v1/audio-analysis/3GgjAKjC5kMDhWdNAPa4Lj,rock,Group
213.3,0.027,1976,4.8,98.21,183,25,Getaway,1.3,"Earth, Wind and Fire",21,11,0.187,0.787,-0.9817,67J6NR2Tdl0h2epWHcCBBN,0.724,0.879,5,-9.412,0,0.0369,0.124,0.0155,0.359,0.826,112.595,227080,4,spotify:track:67J6NR2Tdl0h2epWHcCBBN,https://api.spotify.com/v1/audio-analysis/67J6NR2Tdl0h2epWHcCBBN,soul,Group
402.3,0.092,1976,4.4,99.23,336,51,She's Gone,0.9,Daryl Hall and John Oates,20,31,0.108,0.801,-0.7736,5dFoWIiJ2814hRwMYDcFiU,0.523,0.341,4,-14.034,1,0.0388,0.313,1.14E-04,0.621,0.355,77.487,313373,4,spotify:track:5dFoWIiJ2814hRwMYDcFiU,https://api.spotify.com/v1/audio-analysis/5dFoWIiJ2814hRwMYDcFiU,rock,Group
376.2,0.087,1976,4.8,98.21,317,45,Rock And Roll Music,1.3,Beach Boys,22,28,0.011,0.902,0.9688,0qbVccbQLEMbfJcI5wNLTJ,0.694,0.722,4,-5.505,1,0.128,0.297,0,0.0383,0.961,143.942,150933,4,spotify:track:0qbVccbQLEMbfJcI5wNLTJ,https://api.spotify.com/v1/audio-analysis/0qbVccbQLEMbfJcI5wNLTJ,rock,Group
315.9,0.164,1976,5.2,97.2,261,32,Still The One,1.7,Orleans,15,16,0.022,0.814,0.9922,74va8wQ7R7hI5xXAu02TqM,0.57,0.6,4,-11.618,1,0.039,0.0217,0,0.0957,0.611,143.861,232880,4,spotify:track:74va8wQ7R7hI5xXAu02TqM,https://api.spotify.com/v1/audio-analysis/74va8wQ7R7hI5xXAu02TqM,rock,Group
342.9,0.288,1976,4,108.7,314,62,With Your Love,-0.7,Jefferson Starship,14,43,0.014,0.698,0.9988,3cVcTiJ8yGiJ8TVhGrnnHf,0.538,0.528,2,-11.076,1,0.032,0.649,8.24E-04,0.0988,0.455,121.355,217693,4,spotify:track:3cVcTiJ8yGiJ8TVhGrnnHf,https://api.spotify.com/v1/audio-analysis/3cVcTiJ8yGiJ8TVhGrnnHf,rock,Group
316.8,0.186,1976,4,100.24,272,46,Slow Ride,0.5,Foghat,7,48,0,0.814,0.9944,4MYb7NWLwXNDB7bYs3HeX8,0.493,0.586,2,-13.916,1,0.046,0.0202,0.00106,0.102,0.656,113.618,232533,4,spotify:track:4MYb7NWLwXNDB7bYs3HeX8,https://api.spotify.com/v1/audio-analysis/4MYb7NWLwXNDB7bYs3HeX8,rock,Group
395.1,0.223,1976,4.8,89.75,310,41,Walk Away From Love,2.5,David Ruffin,22,18,0.012,0.766,0.9974,46tMTOsDIpj3kfdbIyE0Wt,0.628,0.787,10,-8.169,1,0.0819,0.258,1.40E-05,0.212,0.802,102.29,327613,4,spotify:track:46tMTOsDIpj3kfdbIyE0Wt,https://api.spotify.com/v1/audio-analysis/46tMTOsDIpj3kfdbIyE0Wt,soul,male
261,0.292,1976,4.4,90.77,202,30,"Baby, I Love Your Way",2.1,Peter Frampton,14,17,0,0.708,0.9968,3g1bUCMYHwAaLTQWbr1RsE,0.467,0.778,7,-5.71,1,0.031,0.453,2.33E-05,0.792,0.47,142.874,281067,4,spotify:track:3g1bUCMYHwAaLTQWbr1RsE,https://api.spotify.com/v1/audio-analysis/3g1bUCMYHwAaLTQWbr1RsE,rock,male
397.8,0.3,1976,5.2,105.66,352,44,Young Hearts Run Free,0.5,Candi Staton,16,28,0.031,0.669,0.9992,3MFa9idQuY4iJLWsZl3tIQ,0.653,0.652,7,-9.304,0,0.0427,0.13,1.58E-05,0.202,0.846,115.388,248360,4,spotify:track:3MFa9idQuY4iJLWsZl3tIQ,https://api.spotify.com/v1/audio-analysis/3MFa9idQuY4iJLWsZl3tIQ,soul,female
180.9,0.087,1976,5.2,97.2,152,18,Money Honey,1.7,Bay City Rollers,12,7,0.065,0.848,0.343,5fPgZkaDR5VfkObCsQfbLv,0.638,0.784,0,-7.851,1,0.0398,0.024,4.02E-04,0.19,0.741,121.89,195800,4,spotify:track:5fPgZkaDR5VfkObCsQfbLv,https://api.spotify.com/v1/audio-analysis/5fPgZkaDR5VfkObCsQfbLv,,Group
320.4,0.037,1976,4.4,116.15,309,49,Tear The Roof Off The Sucker,-1.4,Parliament,6,61,0.022,0.942,-0.6776,5QYtHKOCTMfKTgy5NI6EoN,0.717,0.662,9,-9.474,1,0.0552,0.0608,0,0.329,0.745,105.69,348067,4,spotify:track:5QYtHKOCTMfKTgy5NI6EoN,https://api.spotify.com/v1/audio-analysis/5QYtHKOCTMfKTgy5NI6EoN,rock,Group
372.6,0.098,1976,5.2,88.74,294,36,Tryin' To Get The Feeling Again,2.9,Barry Manilow,26,12,0.041,0.86,0.7269,3IBQzAK4iqnqjklEWg5eJ6,0.268,0.598,3,-8.308,1,0.0502,0.663,9.62E-06,0.195,0.319,139.548,229720,4,spotify:track:3IBQzAK4iqnqjklEWg5eJ6,https://api.spotify.com/v1/audio-analysis/3IBQzAK4iqnqjklEWg5eJ6,rock,male
349.2,0.149,1976,5.6,87.72,275,29,Rock And Roll All Nite,3.3,Kiss,12,24,0.033,0.818,0.984,7990Xs9HQx7FXVIDVPEwj9,0.656,0.931,1,-5.827,1,0.0976,0.046,0,0.0543,0.909,144.747,168733,4,spotify:track:7990Xs9HQx7FXVIDVPEwj9,https://api.spotify.com/v1/audio-analysis/7990Xs9HQx7FXVIDVPEwj9,rock,Group
423,0.024,1976,5.2,105.66,383,44,The Boys Are Back In Town,0.5,Thin Lizzy,25,22,0.046,0.93,-0.768,2iAq1y8jEVOQM6OA8L0XtO,0.319,0.712,8,-9.742,1,0.0535,0.242,4.14E-04,0.294,0.773,78.114,266720,4,spotify:track:2iAq1y8jEVOQM6OA8L0XtO,https://api.spotify.com/v1/audio-analysis/2iAq1y8jEVOQM6OA8L0XtO,rock,Group
227.7,0.08,1976,5.2,97.2,184,22,Take The Money And Run,1.7,Steve Miller Band,23,8,0.023,0.897,0.9022,6I1fUrIxTkzPn9UEuNxLRT,0.564,0.645,0,-12.923,1,0.0484,0.0552,2.84E-06,0.151,0.836,99.302,170173,4,spotify:track:6I1fUrIxTkzPn9UEuNxLRT,https://api.spotify.com/v1/audio-analysis/6I1fUrIxTkzPn9UEuNxLRT,rock,Group
333.9,0.064,1976,4,100.24,286,52,Country Boy,0.5,Glen Campbell,17,33,0,0.936,0.9538,1IWPbPXn33bYcJXkhR8fz5,0.643,0.565,10,-14.604,1,0.0277,0.473,0,0.148,0.904,114.279,186760,4,spotify:track:1IWPbPXn33bYcJXkhR8fz5,https://api.spotify.com/v1/audio-analysis/1IWPbPXn33bYcJXkhR8fz5,rock,male
196.2,0.23,1977,4,91.78,156,28,Tonight's The Night,1.7,Rod Stewart,18,12,0.054,0.716,0.9816,10LRRKPmx8uHcSxLVWK0ct,0.55,0.514,11,-12.617,1,0.0523,0.336,0.125,0.382,0.724,136.542,237120,3,spotify:track:10LRRKPmx8uHcSxLVWK0ct,https://api.spotify.com/v1/audio-analysis/10LRRKPmx8uHcSxLVWK0ct,rock,male
377.1,0.22,1977,4.8,98.21,325,42,I Just Want To Be Your Everything,1.3,Andy Gibb,12,27,0.032,0.748,0.9964,4uDJdDSIARqTRf6qZhwYR6,0.648,0.65,9,-7.419,1,0.0339,0.162,1.73E-05,0.207,0.867,96.995,227667,4,spotify:track:4uDJdDSIARqTRf6qZhwYR6,https://api.spotify.com/v1/audio-analysis/4uDJdDSIARqTRf6qZhwYR6,rock,male
345.6,0.282,1977,4.8,98.21,294,38,Don't Leave Me This Way,1.3,Thelma Houston,16,20,0.068,0.649,0.9967,4Af8yzidDPc520TFd4TmkE,0.553,0.839,0,-5.844,0,0.116,0.153,6.00E-05,0.13,0.673,121.819,217733,4,spotify:track:4Af8yzidDPc520TFd4TmkE,https://api.spotify.com/v1/audio-analysis/4Af8yzidDPc520TFd4TmkE,disco,female
235.8,0.194,1977,4.4,82.31,172,26,(Your Love Has Lifted Me) Higher And Higher,3.3,Rita Coolidge,14,18,0.033,0.773,0.9864,3YvIpa2bHp4f1zePlB9FQZ,0.612,0.715,1,-7.798,1,0.0382,0.0619,0.0215,0.554,0.617,117.566,239754,4,spotify:track:3YvIpa2bHp4f1zePlB9FQZ,https://api.spotify.com/v1/audio-analysis/3YvIpa2bHp4f1zePlB9FQZ,rock,female
427.5,0.141,1977,4.4,107.69,385,56,I'm Your Boogie Man,-0.3,K.C. and The Sunshine Band,14,40,0,0.859,0.9872,3Hya20ZNnlLzGLCpzJR6bv,0.765,0.927,5,-5.715,0,0.0399,0.0156,5.97E-06,0.0391,0.927,113.326,241920,4,spotify:track:3Hya20ZNnlLzGLCpzJR6bv,https://api.spotify.com/v1/audio-analysis/3Hya20ZNnlLzGLCpzJR6bv,rock,Group
266.4,0.082,1977,4.4,99.23,218,33,Dancing Queen,0.9,ABBA,12,23,0.023,0.894,0.9062,01iyCAUm8EvOFqVWYJ3dVX,0.543,0.87,9,-6.514,1,0.0428,0.358,9.39E-04,0.792,0.754,100.804,230400,4,spotify:track:01iyCAUm8EvOFqVWYJ3dVX,https://api.spotify.com/v1/audio-analysis/01iyCAUm8EvOFqVWYJ3dVX,,Group
455.4,0.2,1977,4.4,90.77,359,58,You Make Me Feel Like Dancing,2.1,Leo Sayer,23,36,0.017,0.783,0.9958,2bdJEVHKoNyhnf2YwzxAQd,0.684,0.876,9,-8.5,1,0.0795,0.13,0,0.718,0.633,98.078,203400,4,spotify:track:2bdJEVHKoNyhnf2YwzxAQd,https://api.spotify.com/v1/audio-analysis/2bdJEVHKoNyhnf2YwzxAQd,rock,male
264.6,0.075,1977,4.4,90.77,206,32,Margaritaville,2.1,Jimmy Buffett,23,10,0.2,0.725,-0.981,5ncNOOGJReBD9c6mZDhpSe,0.8,0.545,2,-13.637,1,0.0357,0.711,0.00191,0.104,0.861,124.943,250933,4,spotify:track:5ncNOOGJReBD9c6mZDhpSe,https://api.spotify.com/v1/audio-analysis/5ncNOOGJReBD9c6mZDhpSe,rock,male
347.4,0.132,1977,4,91.78,258,50,Telephone Line,1.7,Electric Light Orchestra,23,32,0.054,0.814,0.9583,3SPcBPzvbmWLl8NU5efx4W,0.467,0.367,9,-8.164,1,0.0298,0.771,2.27E-05,0.0847,0.205,70.856,280360,4,spotify:track:3SPcBPzvbmWLl8NU5efx4W,https://api.spotify.com/v1/audio-analysis/3SPcBPzvbmWLl8NU5efx4W,rock,Group
